用户名称,评分,评论时间,有用数,常居地,加入豆瓣时间,评论,用户url,页数
文士,30,"
2018-02-18
",22,, 2010-03-21," 去和童鞋们一起看的，旁边一个可爱的小姑娘，刚开始看的还算稳当，后来炸弹越来越多，她就越来越怕，召来的坐前排的妈妈，抱在一起看。还嘀咕着：骨头都炸出来了。好人又死了。妈妈回应：战争就是这样残酷。这是坏蛋狙击手。
        ",https://www.douban.com/people/yaxilove/,40
我,50,"
2018-02-16
",12,北京, 2014-01-18," 国产电影没大毛病，也要硬生制造些大毛病。剧里没有 那就在社会上找些毛病贴到这部电影里羞辱一番，这真是豆瓣的一种病态。
        ",https://www.douban.com/people/82455143/,260
我鬼,20,"
2018-03-01
",1,山东济宁, 2016-01-09," 国家赞助的这种能打分就不错了   论特效及不上好莱坞   没啥剧情  不严谨   片子可以  但是我不喜欢  红海战狼这种类型的绝对不会再去了  无趣  要是喜欢大场面还不如去看卫国战争那种纪录片
        ",https://www.douban.com/people/140277526/,160
我美丽的大脚,10,"
2018-02-21
",0,上海, 2010-12-24," 坐我边上的女生居然能从头哭到尾。佩服佩服
                
                
        ",https://www.douban.com/people/48314806/,340
我模糊了,20,"
2018-02-20
",4,北京, 2012-08-10," 好长，看得好累啊，营救中国人质之后竟然还有一段？？4/5的时间都是动作戏，但是神奇的是没一场戏拍出了紧张感和悬念感，只有不停的炸炸炸。而且那么多手持镜头好意思弄成3D？
        ",https://www.douban.com/people/63765493/,120
我是一只小鸭,10,"
2018-03-04
",4,江西景德镇, 2012-03-30," 每年多打几个海盗，抓几个毒贩，你看我们国家，在以**为核心的D**带领下，是多么的强大啊，敢动不！！！
        ",https://www.douban.com/people/59939562/,60
我是一只鱼3008,50,"
2018-02-16
",390,, 2016-09-07," 太好看了，比战狼2好看多了
        ",https://www.douban.com/people/150870261/,40
我为什么不高兴,50,"
2018-02-16
",189,广东广州, 2012-07-22," 第一次看一部电影从开头紧张到结尾
        ",https://www.douban.com/people/63308772/,60
我在阳光里,50,"
2018-02-17
",18,河北廊坊, 2015-10-17," 估计明年有撤不完的华侨，打不完的恐怖分子。
        ",https://www.douban.com/people/136211989/,360
我做导演不为艺术只为潜规则,40,"
2018-02-17
",4,浙江杭州, 2007-08-23," 相比《战狼2》《湄公河行动》少了一些个性鲜明的角色，但团队力量更真实。整体制作精良，巷战、遇袭、沙尘暴等几个段落有模有样，残酷血腥程度更是逆天，就是从头打到尾难免审美疲劳。每次有主旋律电影，豆瓣热评上永远不缺不讨论电影技术只输出意识形态的公知
        ",https://www.douban.com/people/superintermilan/,400
乌龙茶,30,"
2018-02-18
",7,"Buenos Aires, Argentina", 2012-11-15," 特种兵真是逆天的兵种，狙击手更是冷血杀手般的存在…会绞杀的女兵太帅了！但我还是更喜欢萌萌的懂懂
        ",https://www.douban.com/people/66308562/,400
乌鸦火堂,40,"
2018-02-13
",8658,北京, 2008-03-12," 春节档最好！最好不是战狼而是战争，有点类似黑鹰坠落，主旋律色彩下，真实又残酷的战争渲染。故事性不强，文戏不超20分钟，从头打到尾，林超贤场面调度极佳，巷战、偷袭、突击有条不紊，军械武器展示效果不错。尺度超大，钢锯岭式血肉横飞，还给你看特写！敌人如丧尸一般打不完，双方的狙击手都是亮点
        ",https://www.douban.com/people/dreamfox/,0
呜昂,30,"
2018-02-21
",2,"Lima, Peru", 2010-05-07," 大型吃鸡现场，bingbingbingbongbong叮叮叮哐哐哐biu~~~~准！啊满脸血胜利了！今晚吃鸡！
        ",https://www.douban.com/people/40300406/,160
呜噜呜噜,20,"
2018-02-21
",13,湖北武汉, 2010-07-27," 跟此导演八字不合！几年前看他的湄公河行动被晃晕，今天看他的红海行动差点被晃吐了！两秒切一次镜头，没有一个镜头是固定机位拍的，全程手持。剪辑眼花缭乱，起初只是有点晕后来完全受不了了闭上眼睛差点吐了。前面一排俩白发苍苍的爷爷看了半个小时离场了。心疼他们的电影票，但是没办法身体重要。。
        ",https://www.douban.com/people/44005191/,40
巫和,30,"
2018-02-17
",5,浙江杭州, 2012-08-27," 李懂顾顺一对cp？
        ",https://www.douban.com/people/caiwuhe/,320
无聊,30,"
2018-02-18
",1,江苏苏州, 2016-09-09," 同期几部里这部最好，团队精神才是军人的风貌，鲸鱼算是里面最帅的那个，最后奉劝想带孩子去看接受教育的家长三思而行
        ",https://www.douban.com/people/150948299/,220
无聊的人生,40,"
2018-02-16
",61,上海, 2015-03-17," 挺好看的剧情也不错
        ",https://www.douban.com/people/123075240/,140
无眠的summer,40,"
2018-02-23
",21,四川成都, 2015-01-15," 电影分级太重要了，可以避免吓到小孩子和隔绝全程发嗲说老公我好怕的女傻逼
                
                
        ",https://www.douban.com/people/suunnmmer/,100
无所谓先生,20,"
2018-02-21
",4,湖南长沙, 2017-05-09," 有点乱。
                
                
        ",https://www.douban.com/people/161215982/,240
无涯,30,"
2018-02-20
",13,广东广州, 2016-09-26," 枪战如同放鞭炮，过年真喜庆。画面血腥暴力，中国电影何时分级？
        ",https://www.douban.com/people/151643379/,60
吳理,30,"
2018-02-18
",19,江苏南京, 2009-03-07," 拍的好，可是没意思啊…
        ",https://www.douban.com/people/3767677/,60
吴蒙,40,"
2018-02-16
",11,河北廊坊, 2011-02-21," 一百多年后，我们跑到别人家的海岸架起了大炮~
        ",https://www.douban.com/people/FuLanKe/,220
吴先生,20,"
2018-02-09
",1396,广东深圳, 2016-08-13," 突突突突突突突突突突突突突然后砰砰砰砰砰砰砰砰砰砰然后就结束了，基本没剧情，为了爆炸而爆炸，张涵予就是打酱油的。跟《湄公河行动》差了100个《战狼2》的距离。尴尬尴尬。
                
                
        ",https://www.douban.com/people/149734118/,0
莁。,30,"
2018-02-25
",1,湖南衡阳, 2007-06-15," 比战狼2强，这样的戏一年看一次足够，战争戏密集到头晕。强烈呼吁我国赶紧进行电影分级，太多家长不明情况的带孩子来看。也终于明白了战争后遗症有多恐怖，愿世界和平??
        ",https://www.douban.com/people/leeshinbi/,320
無意,30,"
2018-02-18
",1,北京, 2009-03-21," 比预想的好些，演员不错。
        ",https://www.douban.com/people/3847108/,360
五色全味,30,"
2018-02-21
",24,香港, 2007-01-10," 林超賢借主旋律資源大玩類型，上天入海，規模數倍升級了自己曾經的《神枪手》《重裝警察》，製作能力上遠拋《戰狼》，並不刻意販賣民族主義。證明香港電影導演今時今日仍舊充滿執行力和活力，深入異地仍能打出一片天的蛟龍部隊不就是香港電影人嗎？人物和感情的積弱是老毛病，血腥場面太多不宜
        ",https://www.douban.com/people/wusequanwei/,20
午夜滴长岛冰茶,40,"
2018-02-19
",4,"Paris, France", 2012-04-07," 海清不太适合这个角色讲真
        ",https://www.douban.com/people/60140602/,460
武侠小王子,30,"
2018-02-16
",339,江苏南京, 2007-02-03," 别说什么强者无敌，面对每一个尸骨累累的屠场、每一个妻离子散的家庭，我相信除了统治者，没有人是热爱战争的。
        ",https://www.douban.com/people/china-undead/,0
悟空&憨豆,30,"
2018-02-23
",0,江苏南通, 2013-04-13," 好莱坞风格的国产军事片，模仿国外枪战片的痕迹太重，所谓真实事件改编不过宣传噱头而已。本以为能看到如《勇者行动》一般专业又不失观赏性的战争片，结果还是卖拷贝式的爽片。解放军特色不突出，倒有几分外籍兵团的嫌疑。期待原装中国军队在银幕上干一仗。P.S.我朝大武警被同行黑得惨。
        ",https://www.douban.com/people/71185340/,280
悟仁,30,"
2018-02-20
",2,上海, 2009-03-03," 爆米花电影，没有《湄公河行动》剧情优秀，但是场面非常火爆，几场战役打的很过瘾。力度能再深一点就好了。
        ",https://www.douban.com/people/3742596/,60
霧鳥,10,"
2018-02-16
",75,辽宁大连, 2014-02-10," 并不算太好
                
                
        ",https://www.douban.com/people/Tabris7Hope/,20
夕梨,40,"
2018-02-21
",71,福建福州, 2013-08-06," 整部片从头战斗到结束，开始看着很有激情看久了有疲劳感！节奏快，没有时间让人感受战乱中民众的伤痛也少了点温情的部分，而且太过于血腥缺胳膊断腿抹脖子的部分都不敢看全部遮住眼睛！团体协作，各种先进武器，军人为了我国公民不怕牺牲自己！总体来说不错，但男生和军事爱好者可能更喜欢
        ",https://www.douban.com/people/76287806/,220
夕夏,10,"
2018-02-16
",29,, 2017-02-25," 就是莫名的爆炸，剧情不够啊，比战狼2湄公河差些，有些失望
        ",https://www.douban.com/people/158308335/,160
西楼尘,20,"
2018-02-11
",1063,江苏苏州, 2011-02-08," 听到助理记者被处决，夏楠不知该进还是出，捏着那个蓝色手链万念俱灰。原来她努力了这么久，还是谁也不能保护；看到两名队员的裹尸袋，杨锐再也没法撒谎，他佯装镇定，明白当军人就要有马革裹尸的觉悟。红海边的沙尘里，人们称颂着勇者无惧强者无敌，其实我是怕昨天偷了你一块糖，今天却要这样喂给你。
        ",https://www.douban.com/people/xilouchen/,0
西宇,20,"
2018-02-21
",0,北京, 2009-07-28," 1）那位女兵铁到连韩红都能，非要给人家安排感情戏，很尴尬。2）黄磊道歉！海清这样就能是你的高徒？！3）子弹特效非常假，而且一直重复这唯一的3D场景 4）重复拖沓，非常重复拖沓。 5）片尾那点字幕，生怕观众看不懂这是部公关片。
                
                
        ",https://www.douban.com/people/tonysmart/,300
吸毒的耳朵,50,"
2018-02-22
",17,重庆, 2010-11-22," 很少能在影院看到我军这么紧张刺激且真实的电影，故事线很顺，就是结尾稍显个人英雄主义，减0.5分，总成绩想打4.5
        ",https://www.douban.com/people/47575904/,280
希bo莱,40,"
2018-02-16
",33,, 2010-08-08," 这电影需要分级，热血动作，至少我还可以相信8：150的奇迹，战狼一般以一当千我实在信不起来，3.8
        ",https://www.douban.com/people/44510186/,300
诶呀我去,50,"
2018-02-17
",8,北京, 2016-03-21," 夏楠这个角色略微减分，总体来说非常赞了，全程高能！比战狼2更紧张刺激！动作、实战、装备、制作无可挑剔，人物虽多，但每个人物都刻画到位，几条线完美融合！血腥程度突破的够狠！真的非常“战争”！
        ",https://www.douban.com/people/143554026/,400
锡拿豚,10,"
2018-02-17
",8,, 2011-09-19," 太监还要拍打飞机片
        ",https://www.douban.com/people/54508124/,160
熙熙和蓁蓁,20,"
2018-03-01
",2,, 2016-02-22," 水军真可怕啊
        ",https://www.douban.com/people/142296649/,220
席天幕地,50,"
2018-02-16
",1018,, 2015-01-05," 贺岁档的黑马，算是军事题材电影的口碑之作了，真正意义上的战争大片，画面很真实，直接切入主题，毫不拖泥带水，朋友说我重口味，看的津津有味。蛟龙小分队组合也实在完美，每一个都有特点，全都被虐的狠，没什么大演员但演技都有，很喜欢狙击手顾顺，新演员很亮眼，林的枪战片真的有很大飞跃值得二刷
        ",https://www.douban.com/people/119429128/,0
喜悦姑娘的猫儿,40,"
2018-02-18
",8,广东中山, 2013-02-24," 精彩！8个海军挑一队恐怖分子 并没过多个人英雄 更多是主题说的强者无敌。故事格局挺小的所以更考验剪辑水平 除去开头结尾冗长的十分钟 中间全程燃爆全程高能 林导稳 湄公河让我们看到了我军特种部队的坚韧不拔 那么红海则是让大家知道我国海军的所向披靡。啊！中国军队真心让我自豪 致敬！
        ",https://www.douban.com/people/69475039/,180
瞎说实话的忠祥,30,"
2018-02-26
",0,, 2008-07-13," 我特别希望能有一个长镜头，但是我也知道不会有。
        ",https://www.douban.com/people/orchialgia/,460
夏本无纪,40,"
2018-02-21
",8,重庆, 2012-03-04," 恕我直言 比战狼好看几百倍
        ",https://www.douban.com/people/59164249/,400
夏南,30,"
2018-02-21
",0,"Tōkyō, Japan", 2008-02-22," 就是有点儿吓银
                
                
        ",https://www.douban.com/people/anotheronexia/,300
夏日午后,10,"
2018-02-26
",5,"Vancouver, Canada", 2010-02-04," 没有任何剧情，就是各种炸各种爆破各种流血看到想吐，拜托导演玩玩COD再来瞎编。 狙击枪如何两只眼看？重机枪可以单手抬起？还有手雷可以跳跃避开？
        ",https://www.douban.com/people/eddy1346/,280
夏樹,30,"
2018-02-24
",5,湖南长沙, 2010-09-21," 血腥场面过多了…
        ",https://www.douban.com/people/oceancheung/,240
夏一,20,"
2018-02-24
",1,海南陵水, 2013-05-11," 刚刚看完，战狼3拍的不错，跟第二部很像。  剧情紧凑，毕竟国内之前的现代军事片一直拍的很烂，可是我不理解的是连捉妖记2都弃恶从善用2D了，你好几个子弹还用3D，白天我看成傍晚了。 所以还是两星好评
                
                
        ",https://www.douban.com/people/shigh2016/,200
夏语冰,30,"
2018-02-17
",2,重庆, 2009-09-01," 突突突，砰砰砰，嘣嘣嘣，我们接你们回家
        ",https://www.douban.com/people/9354883/,140
仙女本仙,30,"
2018-02-18
",1,浙江杭州, 2015-10-19," 第一次看这么晚的电影 主旋律的电影 怎么还是没有脱离战狼呢
        ",https://www.douban.com/people/136291544/,160
鲜有废客,30,"
2018-02-17
",0,安徽芜湖, 2013-03-31," 两点很值得一提，一个是影片将血腥场面纤毫毕露的展现，一点不遮掩，虽然可以溯源到港片中桂治洪邱礼涛一路，但是用到战争中，更有一种写实的况味；二是林超贤在动作片调度上的节奏感和指挥感，八人战斗小组行动非常利落，然而在银幕上呈现，便离不开镜头的运动，演员的走位，以及爆破的精准。
        ",https://www.douban.com/people/70702846/,400
闲人爱看剧,40,"
2018-02-17
",4,北京, 2017-07-16," 这个真的很不错，相信后劲应该差不了！加油！
        ",https://www.douban.com/people/163846292/,280
相约天涯路踏遍,20,"
2018-02-16
",33,湖北武汉, 2015-11-12," 一般般，里面有人演技很捉急
        ",https://www.douban.com/people/cheng158557/,40
香菇,50,"
2018-02-17
",24,江苏南京, 2009-09-29," 过年居然看了部非烂片，感动，比战狼好看太多了
        ",https://www.douban.com/people/ltraman/,400
香水瓶,40,"
2018-02-11
",939,北京, 2006-04-15," 好久没看这种军事题材，明显感到林超贤的完成流畅度比以前强很多，节奏控制得不错，动作戏紧张刺激，文戏点到为止不突兀尴尬。对狙击手的展现尤为精彩，还有沙漠坦克追逐戏也很紧张。作为一个不懂武器的女观众，看不出什么硬伤。只想说我军威武，火力全开霸气！
        ",https://www.douban.com/people/Jane_1-29/,0
想吃凉面,30,"
2018-02-17
",20,辽宁鞍山, 2011-06-11," 电影的剧情性太差了吧，就是一直砰砰砰啪啪啪哄哄哄打来打去。
而且不懂为啥非要3D，整个都黑乎乎的，就是为了子弹特效么。
还有就是，真是太太太讨厌夏楠那样自以为是的女人，海清的演技也很呵呵。
大年初一上映的电影六个都看了，还是最喜欢唐人街。
PS 真是不懂这电影为啥一直这么高分……
                
                
        ",https://www.douban.com/people/liuanan0606/,40
向往蒙城,30,"
2018-02-18
",2,"Montréal, Canada", 2014-12-20," 这种血腥的电影都可以不剪，凭什么剪芳华？叙事很棒，血性很足的，洗脑和一些不纯的动机我不提了展现在我的分数上，我陪我表弟去看的。
        ",https://www.douban.com/people/115706846/,240
像我这样的人,50,"
2018-02-16
",24,西藏拉萨, 2016-10-04," 期待已久，全片138分钟，没有生硬的煽情，有的是残酷的战争，有的是无情的杀戮，有的是坚定的信念，有的是不变的信仰，为中国海军点赞！
        ",https://www.douban.com/people/152040248/,440
消极分子,10,"
2018-03-01
",0,福建福州, 2007-03-29," 过渡的血腥暴力。蛮干，无谓牺牲，并不觉得被保护。
        ",https://www.douban.com/people/leroy119/,380
萧湘,30,"
2018-02-25
",7,江西上饶, 2008-10-05," 阻碍电影分级的王八蛋们祸国殃民。
        ",https://www.douban.com/people/huanwen/,100
潇湘云中鹤,50,"
2018-02-18
",21,陕西西安, 2015-03-22," 战狼和这部片子的水平差了一百个空天猎
        ",https://www.douban.com/people/123475054/,220
潇潇暮雨,40,"
2018-02-20
",3,, 2014-07-22," 意外的还不错，紧张刺激，场面精彩，就是感觉最后那段有点多余，还以为要结束了结果呃呃呃
        ",https://www.douban.com/people/93562353/,360
潇雨,40,"
2018-02-18
",30,广东东莞, 2011-10-12," 有了战狼2的吃螃蟹经验， 只要敢放开手搞，我们还是可拍出上乘的军事动作电影，全片从头打到尾，无论是细节，剧情承接，可观赏度，都青出于蓝，有钢锯岭的画面，有拯救大兵瑞恩的故事，黑鹰坠落的战斗，有勇者行动的胜利凯旋，为了救一位中国公民，人民子弟兵真的是抛头颅洒热血，激发人强烈的爱国热情
        ",https://www.douban.com/people/54998502/,80
小.莹.子,30,"
2018-02-19
",1,浙江杭州, 2010-01-01," 有些视觉疲劳了。不过比战狼那种个人主义是好多了：）
        ",https://www.douban.com/people/csprite/,260
小A,40,"
2018-02-18
",9,北京,2008-03-29," 林超贤技艺超群，每一场近身跟拍的对战桥段都值得反复观摩。但是两个多小时砰砰梆梆，中间几段潮落跟前后接不上，或者很直白地交代背景喊口号。需要矛盾就仓促起一个。剧本统筹还应精进。上级不下命令就行动其实不值得提倡。对于春节档来说过于血腥，应当分级。
        ",https://www.douban.com/people/AngelinaAnne/,100
小爱,50,"
2018-02-16
",26,江苏南京, 2007-01-02," 四星，加一星给板寸头小姐姐！！！想嫁！！！果然今年春节档最强电影无疑。未成年人不要看。
        ",https://www.douban.com/people/firedances/,100
小霸王其乐无穷,50,"
2018-02-16
",89,北京, 2016-05-25," 看了《红海行动》和《唐人街探案2》，差距太大，个人认为唐还不如第一部好看。红海行动是真好看，林超贤牛逼！战争场面特别棒，枪战戏也很好，唯一一点不舒服的就是太残忍了，虽然知道只要是战争就会有牺牲，但是还是很痛心。如果想去看电影，红海行动肯定可以值回票价。有情，有义，有牺牲。
        ",https://www.douban.com/people/146254051/,220
小瓣生,40,"
2018-02-25
",5,四川成都, 2012-02-02," 身披海天与蛟龙的甲胄，却要长眠在硝烟和黄沙的异乡，战争场面节奏调度值得赞叹，尤其广场营救的多线剪切氛围十足。瞄准或者掷弹的双手，也会剥不开糖果纸、扣不紧止血带、唤不回伦敦街头的巴士、许不了拯救世界的诺言，于是只得裁下合照上小小的一角，柔情或者忠魂终究融入无望的海洋。后段略显疲态。
        ",https://www.douban.com/people/lifeshort/,160
小川   靜,50,"
2018-02-16
",373,云南大理, 2017-01-12," 實話説：很少看這麽硬的電影，被預告的大場面吸引進了戲院。果然沒失望，該有的場面很震撼，這是一個團體作戰，非個人英雄主義，比較能感動人心。沒有流量演員卻讓觀影者心中深深留下每個英雄的身影。春節看這麽燃的電影，感覺自己新的一年更有幹勁。
        ",https://www.douban.com/people/156315362/,20
小川叔,30,"
2018-02-26
",20,北京, 2006-11-24," 不好看就是不好看，这是个人感受，和爱不爱国什么没关系，我始终觉得如果电影只是为了炫技巧和看爆破，真的没必要花这么多钱，还是要把故事讲好，不论是不是真实故事改编，都需要讲节奏和方式，而不是宣贯，看完记不住人物和台词，只记住爆破，我不觉得这是一个好的作品，至少我自己欣赏不来。恩。
        ",https://www.douban.com/people/blueriver007/,20
?小方???,50,"
2018-02-16
",69,, 2017-05-15," 太他妈燃了，太他妈刺激了，颠覆我之前对军事题材的看法，最后说一句为中国海军自豪
        ",https://www.douban.com/people/161423939/,380
小粉,10,"
2018-02-19
",1,北京, 2008-06-02," 狂轰滥炸近140分钟，审美疲劳到无以复加。好累，感觉不会再看院线了。价值观比《战狼2》正常多了，至少没有个人英雄主义，看到了实打实的teamwork。PS.深深的认为我朝影院该分级了，熊孩子全程嘤嘤嘤。
        ",https://www.douban.com/people/proband/,220
小寒,30,"
2018-02-24
",1,北京, 2008-12-03," 真实残酷一直是林超贤的优点，《湄公河行动》就是这样，但真的毫无节奏，全程都在打我没意见，可没有让观众喘息的时间，我到最后精神都涣散了~这样大家还能打出8.5的分数，是对电影有什么误解~
        ",https://www.douban.com/people/3298981/,160
小黑陆子野,40,"
2018-02-16
",1,北京, 2010-07-24," 洞察到了抗日神剧火爆背后的需求
        ",https://www.douban.com/people/lucasvt/,460
小刘,30,"
2018-02-22
",1,北京, 2007-04-29," 巨顶，顶到嗓子眼，完全不想让你歇会，直到看爆炸和血肉横飞到疲，10分钟不到的情感戏倒稍有tough，可那是导演很不情愿赏的，此外黄景瑜的颜可食用。
        ",https://www.douban.com/people/immerge./,140
小楼。,30,"
2018-02-20
",0,北京, 2009-07-31," 用集体英雄主义代替个人英雄主义是更适合的，也是更聪明，更有效果的做法，挺好的。但是叙事套路其实跟战狼差不多，而且叙事上不如它完整，最后的那一丢有点狗尾续貂的感觉。然而，还是不错的，依然是快节奏掩盖了缺点，很成熟。
        ",https://www.douban.com/people/4773109/,420
小璐,20,"
2018-02-18
",6,江苏南京, 2010-07-09," “可以预见，在未来相当一段时间的中国银幕上，将会有反不完的恐，撤不完的侨，还有援助不完的非洲同胞”
        ",https://www.douban.com/people/adelineadele/,100
小民很行,30,"
2018-02-17
",6,湖南郴州, 2010-01-23," 啪啪啪啪啪，啪啪啪啪啪，此处重复省略120分钟……
        ",https://www.douban.com/people/33598055/,360
小铭,20,"
2018-02-19
",1,陕西西安, 2014-07-27," 远不如评价的那么好，有些人非要旱地拔葱那也无可厚非。个人觉得热血度很高，但情节很乱也缺乏合理性，就是激烈无尿点而已，有点枪械版突袭的感觉。林超贤是想复制一部战狼，揣摩受众的观影燃点，奈何东施效颦的味道太浓！不过，喜欢战争场面和暴力可以值得观看一下。
        ",https://www.douban.com/people/94202877/,440
小慕容,30,"
2018-02-20
",1,"Lancashire, United Kingdom", 2009-06-19," 非！常！血！腥！标准18禁B级片，非常不建议老人孩子观影。
                
                
        ",https://www.douban.com/people/moumr/,240
小柔?,20,"
2018-02-24
",7,四川成都, 2007-08-16," 不懂大家为啥觉得好，剧情内容简单，前半段满地尿点，后半段失败失败失败……个人还是比较喜欢《战狼2》，经过艺术加工后感觉更有可看度。这一部，更像是国产电视剧……就算想拍正片，就想内容单一主题突出，那请剪辑师再剪个紧凑版吧，现在这样真心又臭又长。
        ",https://www.douban.com/people/1769463/,240
小山隹,30,"
2018-03-02
",2,北京, 2009-02-06," 以后吃鸡先找 消声器 手榴弹 八倍镜 感觉实在太有用了
        ",https://www.douban.com/people/mumaer/,260
小狮子,10,"
2018-02-24
",0,山东潍坊, 2009-08-30," 电影很不错 但是看到一些人在一味吹捧红海贬低战狼，本来各有千秋的2部片。简直受不了。我想这就是所谓的捧杀吧
        ",https://www.douban.com/people/8930152/,380
小太阳,20,"
2018-02-24
",0,北京, 2013-02-21," 故事分段；许多片段都是“卡”就停住的，比如杜江第一次拆公交车上的炸弹，镜头进内部结构了，然后就转到另一边打了，回来之后再接内部结构；审美有些疲劳，但好处是，首先减少了屎烂的文戏，然后让观众没空挑他镜头的乱糟糟；台词不是人话；动作也不交代，靠踩，比如军服扔进大海。
        ",https://www.douban.com/people/69339607/,440
小田切梨,20,"
2018-02-19
",0,四川成都, 2011-12-02," 第一部里那种新手导演才会犯的幼稚病以及尴尬的意识形态升华这一部好多了，但终究也算不上什么上乘的类型作品，剧作巧思、视觉效果和作者表达全部平庸，林超贤在这种片子里练类型片的手艺有什么意义。
        ",https://www.douban.com/people/afeidemimi/,380
小托,30,"
2018-02-17
",1,北京, 2007-03-27," 1.拯救大兵瑞恩变形版2.人质营救戏拍得很棒节奏紧凑，调度窒息。3.画面程度不适宜进入贺岁档，但值得一看。4.比战狼2强很多，英雄不开挂。5我的心愿是世界和平。6.又是一场大国梦啊。
        ",https://www.douban.com/people/xiaotuo/,100
小蛙,50,"
2018-02-18
",200,江苏南京, 2009-10-11," 想起来我在玻利维亚打击毒贩的日子。装备和战术细节都很真实
        ",https://www.douban.com/people/qcdx013/,20
小岩井,40,"
2018-02-21
",64,浙江宁波, 2010-08-31," 希望这样的国产片越多越好~！对蛟龙中的女机枪手印象深刻，真巾帼不让须眉。
        ",https://www.douban.com/people/koiwai0908/,60
小洋人,30,"
2018-02-23
",1,北京, 2009-07-01," 丧尸版《战狼》+《拯救大兵瑞恩》，唯一缺少的就是对人性深刻的剖析，一切都太浮于表面了。全片过于追求各种视觉效果和感官冲击，对于血淋淋的残肢断臂毫不避讳。线索过于复杂，片段转接过于生硬，情绪过于做作。导演野心很大，可是恐怖分子为什么追着中国人一直打不放？！困境叠加的结果就是搞笑了～
        ",https://www.douban.com/people/sherry_xu/,180
小药渣,40,"
2018-02-22
",12,天津, 2011-06-07," 突突突突一小时，砰砰砰砰又一小时～狙击手小哥哥帅炸，板寸头小姐姐很飒！
        ",https://www.douban.com/people/52153229/,300
小鱼变成老鱼了,40,"
2018-02-21
",17,湖北武汉, 2008-01-02," 脸盲患者到最后都没把几个人谁是谁对上号……
        ",https://www.douban.com/people/bravefish/,80
小院子弟高老师,20,"
2018-02-22
",0,北京, 2009-03-20," 看不了这种主旋律战争片。
                
                
        ",https://www.douban.com/people/xjy.bj/,440
小中,10,"
2018-02-19
",0,"Philadelphia, United States", 2009-12-27," 我原以为这是今年春节档唯一能看的电影，结果呢？林超贤大导演这次连电影最基本的东西都做不到，角色杂乱，人物完全没有任何铺垫，从头到尾一路瞎打。失望至极！
        ",https://www.douban.com/people/yangzhuo322/,300
小猪,50,"
2018-02-18
",61,海南海口, 2010-03-13," “和平年代”限制了我们的想象力，真实的战争可能远比电影更加残酷。
        ",https://www.douban.com/people/jozenky/,80
小猪哼哼,50,"
2018-02-18
",28,陕西西安, 2015-06-21," 印象比较深刻的是我方KIA的时候，镜头尺度比较大，我方的重火力手竟然是个女兵。确实不错。完全没有必要3D，子弹镜头用的有点多了，也没有用好。女重机枪手印象深刻。有些刻意拍一些大尺度镜头。但仍然是国产最好现代战争电影
        ",https://www.douban.com/people/130083604/,200
晓晴七份,20,"
2018-02-18
",6,广东广州, 2010-05-01," 真滴很一般，没有重点，还有很多尴尬慢镜头？？
        ",https://www.douban.com/people/39983545/,80
笑书神侠倚碧鸳,50,"
2018-02-16
",112,河北承德, 2017-02-03," 林超贤导演的现代战争片满分。高山荒漠、街头老巷，惊心动魄、令人震撼的大场面镜头比比皆是。张译的“我们带你们回家”、黄景瑜的“要扛、一起扛”、蒋璐霞的重负也让我们感觉到影片的真诚、真实与感人。影片不拖沓、全程剧情紧凑，处处燃点、处处看点，让人不自觉投入其中，堪称上佳之作！
        ",https://www.douban.com/people/157276889/,200
亵渎电影,30,"
2018-02-23
",112,北京, 2009-04-14," 节奏全靠配乐撑着，靠剪辑的快和机位的多撑起来的伪节奏感，如果没了配乐，也就无法看了。
        ",https://www.douban.com/people/zhangzongqian/,0
谢gastronome,40,"
2018-02-18
",34,安徽马鞍山, 2012-04-07," 春节期间唯一一部全场安静如?? 认认真真看的电影 血腥镜头吓跑啦不少熊孩子秒阿
        ",https://www.douban.com/people/oow00u/,100
谢谢你们的鱼,20,"
2018-02-10
",2448,北京, 2007-08-10," 真人版吃鸡和低配版《使命召唤》，一场大型的闯关游戏，没有人物，没有剧情，没有主题，就是一通狂打，越到后面越视觉疲劳，不过最重要的问题还是空洞乏味，毫无起承转合，看完了连角色都没有认全，而作为主角的这些人在战场上装备都能随便捡，连坦克都能捡到，我也是服了编剧了。
        ",https://www.douban.com/people/reave/,0
心生,40,"
2018-02-20
",34,北京, 2010-09-13," 太硬，太生猛了。水准很高的类型片，也比较纯粹。大戏一场接着一场，场场惊心动魄，中间给主角和我们喘息的时间很少。有些镜头比较直接，国产院线片里少见。整个看完长舒一口气。
        ",https://www.douban.com/people/itzhaoxiangyu/,60
信电影得永生,30,"
2018-02-25
",0,广东深圳, 2010-04-12," 突突突砰砰砰，从开始到结尾，一直在战斗。肾上腺素起飞，荷尔蒙爆棚，一腔热血杀杀杀。好可怕?? 血肉横飞，还那么多特写，这么容易就过审了，还3D。林超贤以后就是主旋律老司机了。三星
        ",https://www.douban.com/people/38897761/,260
行云9号,30,"
2018-02-18
",0,上海, 2007-02-02," 视听效果不错，很应景现在流行的一款游戏。。。主角光环还是挺多，尺度也确实挺大，另外如果不是电影戏剧性的需要，感觉完全可以在装扮成恐怖分子进入后勤区的时候在食物里做些手脚。。。
        ",https://www.douban.com/people/cyy9828/,360
